flight,tail_number,long,lat,alt,manufacturer,model,reg_expiration,reg_owner,reg_city,reg_state,squawk,mph,spotted
DAL550,N306DU,-118.589,34.8386,32350,AIRBUS CANADA LP,BD-500-1A11,12/31/23,DELTA AIR LINES INC,ATLANTA,GEORGIA,7256,516,11/7/22 19:50
SWA3383,N8310C,-118.067,34.6336,36500,BOEING,737-8H4,6/30/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7262,490,11/7/22 19:50
AAL1483,N839AW,-118.018,34.558,32475,AIRBUS,A319-132,12/31/23,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,534,520,11/7/22 19:50
RAIDR35,N1013EX,-118.085,34.6493,3125,,,,,,,1200,460,11/7/22 19:50
SKW3265,N519SY,-117.538,34.4423,25975,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,12/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,2021,460,11/7/22 20:00
SWA3127,N479WN,-118.3,34.7948,24250,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3272,495,11/7/22 20:00
UPS927,N375UP,-117.786,34.5974,24050,BOEING,767-300F,2/29/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,2061,458,11/7/22 20:00
N716AV,N716AV,-117.998,34.6238,13300,RAYTHEON AIRCRAFT COMPANY,B200,6/30/24,SOUTHWEST CHARTER FLIGHTS LLP,MESA,ARIZONA,4754,460,11/7/22 20:00
SWA3020,N288WN,-118.681,34.771,39350,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3312,500,11/7/22 20:00
RAIDR35,N1013EX,-118.116,34.6497,3925,,,,,,,1200,460,11/7/22 20:10
SKW5705,N440SW,-118.492,34.8991,26250,BOMBARDIER INC,CL-600-2B19,2/29/24,SKYWEST AIRLINES INC,SAINT GEORGE,UTAH,3625,520,11/7/22 20:10
N559HF,N559HF,-118.358,34.5658,7950,TEXTRON AVIATION INC,560XL,8/31/25,ALMOND CO,MADERA,CALIFORNIA,6037,315,11/7/22 20:10
N116AA,N116AA,-118.195,34.3937,18825,CESSNA,525B,5/31/24,CORSAIR TWO LLC,HILLSBORO,OREGON,1371,401,11/7/22 20:20
UAL1776,N430UA,-117.515,34.6376,32625,AIRBUS INDUSTRIE,A320-232,7/31/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,,460,11/7/22 20:20
UPS59,N572UP,-118.715,35.1293,31200,BOEING,747-44AF,2/28/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,4161,460,11/7/22 20:30
FDX1837,N288FE,-117.24,34.4741,36650,BOEING,767-300F,8/31/25,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,,460,11/7/22 20:30
UPS963,N452UP,-118.329,34.8103,27425,BOEING,757-24APF,11/30/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6326,513,11/7/22 20:30
DAL1334,N775DE,-118.7,34.9572,36300,BOEING,737-8EH,2/28/26,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,2026,525,11/7/22 20:30
AMX788,N342AM,-118.659,35.0548,38350,BOEING,737-8Z9,11/30/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2656,523,11/7/22 20:30
SWA1322,N920WN,-117.85,34.7214,25925,BOEING,737-7H4,8/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7222,458,11/7/22 20:40
SWA3584,N413WN,-118.097,34.6136,11400,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4605,405,11/7/22 20:40
NKS1653,N654NK,-117.43,34.7356,23450,AIRBUS,A320-232,4/30/24,SPIRIT AIRLINES INC,MIRAMAR,FLORIDA,4721,536,11/7/22 20:40
UPS59,N572UP,-117.757,34.4912,15450,BOEING,747-44AF,2/28/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,4161,460,11/7/22 20:40
FDX1839,N955FD,-118.76,34.5494,34425,BOEING,757-236,1/31/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,,529,11/7/22 20:50
UAL464,N876UA,-118.262,34.581,8825,AIRBUS,A319-132,6/30/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,6567,336,11/7/22 20:50
JSX552,N243JX,-117.957,34.6358,12450,EMBRAER,EMB-145LR,11/30/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,,460,11/7/22 21:00
SWA1511,N284WN,-117.424,34.6047,27425,BOEING,737-7H4,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4773,382,11/7/22 21:00
AAL1017,N836AW,-119.042,34.4019,34400,AIRBUS,A319-132,1/31/25,AWAS 2570 TRUST,NEW YORK,NEW YORK,2222,460,11/7/22 21:00
SWA1876,N479WN,-117.871,34.335,19525,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/7/22 21:10
JSX113,N266JX,-118.335,34.5708,7925,EMBRAER,EMB-135LR,10/31/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,4765,460,11/7/22 21:10
N716AV,N716AV,-118.116,34.4453,19650,RAYTHEON AIRCRAFT COMPANY,B200,6/30/24,SOUTHWEST CHARTER FLIGHTS LLP,MESA,ARIZONA,7323,460,11/7/22 21:20
SWA410,N8546V,-118.069,34.6357,24300,BOEING,737-800,9/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3765,477,11/7/22 21:20
SKW3431,N186SY,-117.846,34.5062,21750,EMBRAER,ERJ 170-200 LR,10/31/25,SKYWEST AIRLINES INC,SAINT GEORGE,UTAH,5145,460,11/7/22 21:20
JSX623,N256JX,-117.426,34.647,25500,EMBRAER,EMB-135LR,11/30/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4666,460,11/7/22 21:30
ASH5814,N944LR,-117.981,34.6261,36550,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,2623,513,11/7/22 21:30
N43U,N43U,-118.516,34.6115,16050,BEECH,200T,8/31/23,DYNAMIC AVLEASE INC,BRIDGEWATER,VIRGINIA,4740,242,11/7/22 21:30
SWA282,N439WN,-118.33,34.4565,20000,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,460,11/7/22 21:40
UPS965,N141UP,-118.125,34.7147,22700,AIRBUS INDUSTRIE,A300 F4-622R,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3353,516,11/7/22 21:40
ASA386,N512AS,-118.662,34.7922,39350,BOEING,737-890,2/28/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,1635,520,11/7/22 21:40
UPS975,N257UP,-117.775,34.4989,15900,MCDONNELL DOUGLAS,MD-11F,5/31/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6654,486,11/7/22 21:40
SKW3761,N269SY,-118.319,34.572,8275,EMBRAER S A,ERJ 170-200 LL,5/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6040,322,11/7/22 21:40
TAI560,N493TA,-118.507,34.6917,36425,AIRBUS,A320-233,7/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,4676,523,11/7/22 21:40
ASA1199,N315AS,-118.735,34.8595,34350,BOEING,737-990,8/31/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7226,509,11/7/22 21:40
SWA497,N7732A,-117.842,34.5045,21375,BOEING,737-7BD,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3762,414,11/7/22 21:40
AAL686,N975AN,-117.667,34.552,30475,BOEING,737-823,12/31/24,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,732,500,11/7/22 21:50
SWA2529,N288WN,-118.71,34.7774,40325,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7360,513,11/7/22 21:50
SKW3392,N192SY,-117.863,34.5132,20675,EMBRAER S A,ERJ 170-200 LR,3/31/26,SKYWEST AIRLINES INC,ST GEORGE,UTAH,6331,442,11/7/22 21:50
SWA2172,N747SA,-118.702,34.9422,38300,BOEING,737-7H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,764,518,11/7/22 21:50
UPS961,N273UP,-118.108,34.6631,21375,MCDONNELL DOUGLAS,MD-11F,8/31/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3266,502,11/7/22 22:00
VOI5610,N525VL,-118.486,34.9479,30175,AIRBUS,A320-233,11/30/23,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,7262,529,11/7/22 22:00
AAL925,N776XF,-118.242,34.7683,14550,AIRBUS,A319-112,3/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3665,444,11/7/22 22:00
FDX1803,N192FE,-118.409,34.4666,23500,BOEING,767-300F,4/30/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,7272,516,11/7/22 22:10
SWA355,N7715E,-117.961,34.6272,24850,BOEING,737-7BD,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3313,474,11/7/22 22:10
UPS991,N432UP,-117.748,34.5791,18725,BOEING,757-24APF,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6630,463,11/7/22 22:20
SWA873,N415WN,-118.341,34.5689,8175,BOEING,737-7H4,3/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4750,331,11/7/22 22:20
SWA2333,N299WN,-117.92,34.6162,30375,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4660,523,11/7/22 22:30
SWA757,N8650F,-117.6,34.4927,36525,BOEING,737-8H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2602,511,11/7/22 22:30
SWA757,N8650F,-118.682,35.0276,36275,BOEING,737-8H4,10/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,2602,523,11/7/22 22:40
ASA114,N457AS,-118.648,35.1657,34875,BOEING,737-990ER,2/28/26,ALASKA AIRLINES INC,SEATAC,WASHINGTON,3547,525,11/7/22 23:10
N43U,N43U,-117.918,34.5646,14100,BEECH,200T,8/31/23,DYNAMIC AVLEASE INC,BRIDGEWATER,VIRGINIA,4740,246,11/7/22 23:10
UAL2239,N75436,-117.917,34.6094,34425,BOEING,737-924ER,7/31/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,7436,534,11/7/22 23:30
UAL362,N66057,-117.824,34.4502,35400,BOEING,767-424ER,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,2622,536,11/7/22 23:30
UAL2482,N37528,-117.537,34.7963,33375,BOEING,737-9,2/29/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,3243,534,11/7/22 23:50
JBU358,N625JB,-118.316,34.4807,13275,AIRBUS,A320-232,4/30/24,JETBLUE AIRWAYS CORPORATION,LONG ISLAND CITY,NEW YORK,1026,424,11/8/22 0:00
ASA542,N272AK,-117.767,34.6895,17600,BOEING,737-900ER,4/30/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6650,396,11/8/22 0:00
VOI950,N512VL,-118.489,35.0672,36325,AIRBUS,A320-233,10/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,,460,11/8/22 0:00
GTI8692,N492MC,-118.835,34.7988,35200,BOEING,747-47UF,2/28/25,ATLAS AIR INC,PURCHASE,NEW YORK,4112,552,11/8/22 0:20
UAL412,N419UA,-118.274,34.456,29425,AIRBUS INDUSTRIE,A320-232,6/30/23,US BANK NA TRUSTEE,BOSTON,MASSACHUSETTS,3222,502,11/8/22 0:20
DAL836,N576DZ,-117.535,34.532,39500,AIRBUS SAS,A350-941,8/31/24,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,2635,562,11/8/22 0:20
UAL348,N76010,-118.439,34.3071,37375,BOEING,777-224,1/31/26,UNITED AIRLINES INC,CHICAGO,ILLINOIS,2650,460,11/8/22 1:00
ASA574,N403AS,-118.43,34.3477,37350,BOEING,737-990ER,11/30/24,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6670,513,11/8/22 1:20
UPS966,N341UP,-118.329,34.4921,30700,BOEING,767-34AF,11/30/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,1050,527,11/8/22 1:30
TAI561,N493TA,-118.379,34.6322,33350,AIRBUS,A320-233,7/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3303,520,11/8/22 1:30
UAL505,N769UA,-117.685,34.3491,35500,BOEING,777-222,4/30/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3306,571,11/8/22 1:30
N1980K,N1980K,-117.941,34.645,13050,GULFSTREAM AEROSPACE CORP,GVI,1/31/25,NOEL AIR LLC,WEST HOLLYWOOD,CALIFORNIA,1774,451,11/8/22 1:40
HAL18,N382HA,-117.67,34.6379,39300,AIRBUS,A330-243,8/31/23,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,2644,548,11/8/22 1:40
UAL1660,N14102,-118.25,34.5884,37325,BOEING,757-224,5/31/23,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3203,534,11/8/22 1:50
VOI5603,N525VL,-118.451,34.8479,35275,AIRBUS,A320-233,11/30/23,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3266,509,11/8/22 2:10
FDX1342,N612FE,-117.605,34.5454,35475,MCDONNELL DOUGLAS,MD-11F,3/31/26,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,2657,555,11/8/22 2:20
UPS984,N257UP,-118.206,34.633,31700,MCDONNELL DOUGLAS,MD-11F,5/31/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7207,555,11/8/22 2:40
UPS98,N577UP,-118.087,34.3775,22825,BOEING,747-44AF,5/31/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7312,460,11/8/22 3:00
FDX1853,N191FE,-118.643,35.0638,29125,BOEING,767-300F,3/31/24,FEDERAL EXPRESS CORP,MEMPHIS,TENNESSEE,3252,529,11/8/22 3:10
HAL90,N380HA,-117.668,34.424,37500,AIRBUS,A330-243,7/31/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2663,548,11/8/22 3:40
UPS954,N141UP,-118.364,34.8707,28425,AIRBUS INDUSTRIE,A300 F4-622R,2/28/26,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,7246,550,11/8/22 3:50
VOI951,N512VL,-117.833,34.3255,35425,AIRBUS,A320-233,10/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,3304,518,11/8/22 3:50
AAL102,N827AN,-117.559,34.4482,39500,BOEING,787-9,6/30/23,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,2704,552,11/8/22 4:30
UPS914,N154UP,-118.272,34.5853,9000,AIRBUS,A300 F4-622R,8/31/25,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6752,334,11/8/22 4:40
UAL1032,N430UA,-118.525,34.6747,28325,AIRBUS INDUSTRIE,A320-232,7/31/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,7265,504,11/8/22 5:30
PEG7,N77CE,-118.189,34.606,9900,BEECH,E-90,7/31/25,SMALL PLANE LLC,CARSON CITY,NEVADA,6072,460,11/8/22 5:40
UAL789,N28457,-117.92,34.3661,18325,BOEING,737-924ER,9/30/24,UNITED AIRLINES INC,CHICAGO,ILLINOIS,7262,407,11/8/22 5:50
SWA2204,N299WN,-117.888,34.4767,35275,BOEING,737-7H4,3/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4730,506,11/8/22 5:50
HR119,N119RM,-118.224,34.5676,15925,CESSNA,750,5/31/24,BALD 3 LLC,FORT WORTH,TEXAS,7213,419,11/8/22 6:20
AAL922,N776XF,-118.382,34.8601,24450,AIRBUS,A319-112,3/31/25,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,7243,465,11/8/22 6:20
ASA523,N272AK,-118.498,34.5875,25400,BOEING,737-900ER,4/30/23,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,7201,495,11/8/22 6:20
SWA3091,N733SA,-118.611,34.7698,34975,BOEING,737-7H4,2/29/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7333,520,11/8/22 6:20
0,N72NG,-118.168,34.5182,7500,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4643,242,11/8/22 6:30
N605GD,N605GD,-117.797,34.5673,24450,GULFSTREAM AEROSPACE CORP,GVI (G650ER),9/30/25,ORFRO LLC,LOS ANGELES,CALIFORNIA,7356,497,11/8/22 6:30
SKW3196,N502SY,-118.658,34.855,29200,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,8/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,,460,11/8/22 6:40
UPS2963,N418UP,-118.364,34.8397,24125,BOEING,757-24APF,11/30/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,3313,500,11/8/22 6:40
SKW3909,N309SY,-118.446,34.5286,23300,EMBRAER S A,ERJ 170-200 LR,6/30/25,SKYWEST AIRLINES INC,SAINT GEORGE,UTAH,1332,440,11/8/22 6:40
ASH5868,N944LR,-118.306,34.5482,39475,BOMBARDIER INC,CL-600-2D24,6/30/23,MESA AIRLINES INC,PHOENIX,ARIZONA,3355,529,11/8/22 6:40
N888WY,N888WY,-118.177,34.7093,39375,HAWKER BEECHCRAFT CORP,HAWKER 850XP,8/31/23,CJ STAR HOLDINGS LLC,DALLAS,TEXAS,3330,511,11/8/22 6:40
WWI80,N807DD,-117.753,34.4605,25325,CANADAIR LTD,CL-600-2B16,1/31/24,EXPRESS TRANSPORTATION CORP,CHEYENNE,WYOMING,7221,444,11/8/22 6:40
HAL8,N378HA,-117.462,34.6547,34775,AIRBUS,A330-243,5/31/24,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,2732,546,11/8/22 6:40
UPS2985,N440UP,-117.925,34.5676,21975,BOEING,757-24APF,8/31/24,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6640,513,11/8/22 6:40
JRE943,N943JS,-118.621,34.5363,25475,CESSNA,680,8/31/24,FE 46 LLC,KINSTON,NORTH CAROLINA,7202,474,11/8/22 7:10
HGT5214,N286CH,-117.978,34.6125,36300,EMBRAER,EMB-145XR,11/30/25,JPMORGAN CHASE BANK NA,COLUMBUS,OHIO,1540,509,11/8/22 7:10
SWA255,N485WN,-117.847,34.377,18475,BOEING,737-7H4,8/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,,380,11/8/22 7:10
AAL761,N127UW,-117.879,34.7349,33150,AIRBUS,A320-214,12/31/24,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,3321,520,11/8/22 7:10
SWA2982,N7722B,-118.747,34.987,40225,BOEING,737-76N,7/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1324,518,11/8/22 7:10
ATN1917,N1049A,-118.604,34.5073,23150,BOEING,767-36N,4/30/23,ANDROMEDA LEASING I LLC,PURCHASE,NEW YORK,6745,460,11/8/22 7:20
0,N77NG,-117.935,34.5764,6375,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4735,242,11/8/22 7:20
SKW3709,N269SY,-117.946,34.6929,22000,EMBRAER S A,ERJ 170-200 LL,5/31/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,1362,396,11/8/22 7:20
N99ZM,N99ZM,-118.19,34.6054,16875,BOMBARDIER INC,BD-700-1A10,9/30/23,MOELIS & COMPANY MANAGER LLC,LOS ANGELES,CALIFORNIA,6765,460,11/8/22 7:30
ASA531,N273AK,-118.641,34.5691,20200,BOEING,737-900ER,5/31/23,ALASKA AIRLINES INC,SEATAC,WASHINGTON,6716,456,11/8/22 7:30
N59WG,N59WG,-118.595,34.5715,32300,CESSNA,525B,3/31/25,ROCKLEDGE LLC,SALEM,OREGON,2051,417,11/8/22 7:30
AAL2599,N982NN,-117.982,34.7761,20725,BOEING,737-823,12/31/24,AMERICAN AIRLINES INC,FORT WORTH,TEXAS,2014,437,11/8/22 7:30
PCM8683,N846FE,-118.063,34.7269,10175,CESSNA,208B,2/28/26,FEDERAL EXPRESS CORPORATION,MEMPHIS,TENNESSEE,4656,460,11/8/22 7:30
SWA2012,N943WN,-117.451,34.6584,29350,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,7724,486,11/8/22 7:40
JSX101,N256JX,-117.923,34.6478,13275,EMBRAER,EMB-135LR,11/30/25,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UTAH,4727,460,11/8/22 7:40
SWA1727,N413WN,-118.226,34.5692,19575,BOEING,737-7H4,12/31/25,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,6751,421,11/8/22 7:40
EJA234,N234QS,-118.475,34.8826,38600,BOMBARDIER INC,CL-600-2B16,3/31/25,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,6730,518,11/8/22 7:40
UPS2975,N420UP,-117.755,34.4906,16275,BOEING,757-24APF,11/30/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,,460,11/8/22 7:40
0,N77NG,-118.084,34.6583,11025,TEXTRON AVIATION INC,B300,5/31/25,NORTHROP GRUMMAN SYSTEMS CORP,EL SEGUNDO,CALIFORNIA,4774,265,11/8/22 7:50
AAL1029,N836AW,-118.07,34.6743,33625,AIRBUS,A319-132,1/31/25,AWAS 2570 TRUST,NEW YORK,NEW YORK,7634,523,11/8/22 7:50
SWA603,N7812G,-119.087,35.0067,35550,BOEING,737-76N,4/30/25,AIRCRAFT MSN 32582 STATUTORY TRUST,SALT LAKE CITY,UTAH,7670,532,11/8/22 7:50
UAL716,N876UA,-117.813,34.6326,24200,AIRBUS,A319-132,6/30/25,WELLS FARGO TRUST CO NA TRUSTEE,SALT LAKE CITY,UTAH,6733,447,11/8/22 8:00
AAL933,N318SF,-118.227,34.723,35275,BOEING,737-8,12/31/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,6342,527,11/8/22 8:00
N1TD,N1TD,-118.231,34.5017,16850,GULFSTREAM AEROSPACE,G-IV,2/28/25,THRESHOLD VENTURES INC,SCOTTSDALE,ARIZONA,4645,437,11/8/22 8:10
JBU288,N507JT,-117.685,34.3548,25350,AIRBUS INDUSTRIE,A320-232,12/31/24,JETBLUE AIRWAYS CORP,LONG ISLAND CITY,NEW YORK,5750,451,11/8/22 8:10
SWA883,N479WN,-117.98,34.6406,14075,BOEING,737-7H4,5/31/24,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,1534,401,11/8/22 8:10
0,N401SY,-117.97,34.6917,24500,LEARJET INC,60,10/31/25,TOP AIR TEXAS LLC,GLENDALE,CALIFORNIA,2075,470,11/8/22 8:10
N541B,N541B,-117.781,34.591,24300,BEECHCRAFT CORP,B200GT,1/31/26,J. G. BOSWELL CO,CORCORAN,CALIFORNIA,4767,228,11/8/22 8:10
XLJ784,N784CC,-118.249,34.5966,23050,LEARJET INC,45,11/30/24,XCEL JET MANAGEMENT INC,NEWARK,DELAWARE,7341,442,11/8/22 8:20
KFB7,N36VV,-117.769,34.419,19150,CANADAIR LTD,CL-600-2B16,8/31/24,REDGATE PARTNERS LLC,WHITTIER,CALIFORNIA,7773,373,11/8/22 8:20
UPS2989,N365UP,-118.095,34.7406,22450,BOEING,767-300F,6/30/25,CC & E I LLC,LOUISVILLE,KENTUCKY,6641,518,11/8/22 8:20
EJA536,N536QS,-118.045,34.681,19000,TEXTRON AVIATION INC,680A,9/30/25,NETJETS SALES INC,COLUMBUS,OHIO,4672,449,11/8/22 8:20
SKW3427,N413SY,-118.61,34.8328,30250,EMBRAER S A,ERJ 170-200 LR,5/31/25,SKYWEST AIRLINES INC,ST GEORGE,UTAH,2031,504,11/8/22 8:20
ASA482,N224AK,-118.554,34.408,31250,BOEING,737-990ER,4/30/25,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6605,532,11/8/22 8:20
UAL1018,N17265,-117.536,34.4588,35500,BOEING,737-8,11/30/24,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,1766,460,11/8/22 8:20
SWA382,N7864B,-119.085,35.0039,32075,BOEING,737-7Q8,7/31/23,WILMINGTON TRUST CO TRUSTEE,WILMINGTON,DELAWARE,7666,460,11/8/22 8:20
N783FS,N783FS,-118.113,34.484,20775,DASSAULT AVIATION,FALCON 2000,7/31/23,FARSPO LLC,OKLAHOMA CITY,OKLAHOMA,5764,336,11/8/22 8:30
UAL1678,N68891,-118.45,34.7354,33325,BOEING,737-924ER,10/31/24,UNITED AIRLINES INC,CHICAGO,ILLINOIS,3237,532,11/8/22 8:30
N914EG,N914EG,-118.043,34.5404,11075,EMBRAER SA,EMB-500,6/30/23,SAN JOAQUIN DOOR & SUPPLY INC,MOORPARK,CALIFORNIA,4757,329,11/8/22 8:30
ASA527,N546AS,-118.57,34.7006,38125,BOEING,737-890,8/31/25,ALASKA AIRLINES INC,SEATTLE,WASHINGTON,6704,525,11/8/22 8:30
N975LV,N975LV,-118.078,34.709,20100,LEARJET INC,60,10/31/24,ICG AVIATION LLC,LAS VEGAS,NEVADA,4634,447,11/8/22 8:30
SWA2369,N948WN,-118.124,34.6179,11150,BOEING,737-7H4,8/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,4703,382,11/8/22 8:30
UAL1890,N91007,-117.853,34.26,21875,BOEING,787-10,5/31/25,UNITED AIRLINES INC,CHICAGO,ILLINOIS,,460,11/8/22 8:40
SWA2227,N8722L,-118.457,34.4484,40425,BOEING,737-8,8/31/23,UMB BANK NA TRUSTEE,SALT LAKE CITY,UTAH,7652,523,11/8/22 8:40
JBU1316,N990JL,-117.574,34.4799,29125,AIRBUS,A321-231,12/31/23,JETBLUE AIRWAYS CORPORATION,LONG ISLAND CITY,NEW YORK,7612,465,11/8/22 8:40
EJA595,N595QS,-118.198,34.5977,18550,TEXTRON AVIATION INC,680A,4/30/25,NETJETS SALES INC,OKLAHOMA CITY,OKLAHOMA,5720,378,11/8/22 8:50
SWA2692,N8515X,-118.293,34.764,37325,BOEING,737-800,1/31/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,3631,523,11/8/22 8:50
SWA3069,N420WN,-118.495,34.5832,28200,BOEING,737-7H4,6/30/23,SOUTHWEST AIRLINES CO,DALLAS,TEXAS,5772,472,11/8/22 8:50
UPS2949,N252UP,-117.834,34.5256,17025,MCDONNELL DOUGLAS,MD-11F,8/31/23,UNITED PARCEL SERVICE CO,LOUISVILLE,KENTUCKY,6353,403,11/8/22 8:50
ASA1443,N941AK,-118.559,34.422,29250,BOEING,737-9,8/31/25,ALASKA AIRLINES INC,SEATAC,WASHINGTON,1553,497,11/8/22 8:50
SKW5264,N134SY,-118.089,34.649,34400,EMBRAER S A,ERJ 170-200 LR,2/29/24,SKYWEST AIRLINES INC,ST GEORGE,UTAH,1607,532,11/8/22 8:50
JSX400,N265JX,-118.243,34.5917,7975,EMBRAER,EMB-135ER,10/31/25,DELUX PUBLIC CHARTER LLC,DALLAS,TEXAS,1061,460,11/8/22 8:50
